datetime,count
2011-01-23 10:00:00,55.53
2011-01-23 11:00:00,63.4
2011-01-23 12:00:00,73.69
2011-01-23 13:00:00,71.35
2011-01-23 14:00:00,74.79
2011-01-23 15:00:00,74.63
2011-01-23 16:00:00,79.56
2011-01-23 17:00:00,81.23
2011-01-23 18:00:00,76.3
2011-01-23 19:00:00,49.96
2011-01-23 20:00:00,31.65
2011-01-23 21:00:00,32.8
2011-01-23 22:00:00,18.42
2011-01-23 23:00:00,13.52
2011-01-24 00:00:00,11.25
2011-01-24 01:00:00,4.44
2011-01-24 03:00:00,1.88
2011-01-24 04:00:00,2.15
2011-01-24 05:00:00,6.15
2011-01-24 06:00:00,31.3
2011-01-24 07:00:00,81.08
2011-01-24 08:00:00,164.45
2011-01-24 09:00:00,97.0
2011-01-24 10:00:00,50.02
2011-01-24 11:00:00,44.12
2011-01-24 12:00:00,57.67
2011-01-24 13:00:00,50.25
2011-01-24 14:00:00,47.22
2011-01-24 15:00:00,56.84
2011-01-24 16:00:00,68.2
2011-01-24 17:00:00,159.51
2011-01-24 18:00:00,152.78
2011-01-24 19:00:00,97.23
2011-01-24 20:00:00,63.96
2011-01-24 21:00:00,42.9
2011-01-24 22:00:00,27.49
2011-01-24 23:00:00,17.39
2011-01-25 00:00:00,7.86
2011-01-25 01:00:00,3.54
2011-01-25 02:00:00,2.05
2011-01-25 04:00:00,2.02
2011-01-25 05:00:00,4.88
2011-01-25 06:00:00,34.65
2011-01-25 07:00:00,81.77
2011-01-25 08:00:00,151.45
2011-01-25 09:00:00,107.37
2011-01-25 10:00:00,56.95
2011-01-25 11:00:00,58.59
2011-01-25 12:00:00,73.73
2011-01-25 13:00:00,73.23
2011-01-25 14:00:00,69.95
2011-01-25 15:00:00,73.0
2011-01-25 16:00:00,90.14
2011-01-25 17:00:00,200.49
2011-01-25 18:00:00,184.59
2011-01-25 19:00:00,105.48
2011-01-25 20:00:00,70.35
2011-01-25 21:00:00,46.81
2011-01-25 22:00:00,38.03
2011-01-25 23:00:00,20.86
2011-01-26 00:00:00,8.04
2011-01-26 01:00:00,5.22
2011-01-26 02:00:00,2.86
2011-01-26 05:00:00,3.08
2011-01-26 06:00:00,23.56
2011-01-26 07:00:00,69.95
2011-01-26 08:00:00,129.26
2011-01-26 09:00:00,84.58
2011-01-26 10:00:00,45.29
2011-01-26 11:00:00,42.95
2011-01-26 12:00:00,41.42
2011-01-26 13:00:00,42.77
2011-01-26 14:00:00,40.31
2011-01-26 15:00:00,44.96
2011-01-26 16:00:00,57.08
2011-01-26 17:00:00,116.11
2011-01-27 16:00:00,78.22
2011-01-27 17:00:00,167.59
2011-01-27 18:00:00,141.25
2011-01-27 19:00:00,102.11
2011-01-27 20:00:00,71.32
2011-01-27 21:00:00,47.44
2011-01-27 22:00:00,37.14
2011-01-27 23:00:00,20.69
2011-01-28 00:00:00,12.75
2011-01-28 01:00:00,6.79
2011-01-28 02:00:00,1.69
2011-01-28 03:00:00,1.54
2011-01-28 05:00:00,6.04
2011-01-28 06:00:00,31.94
2011-01-28 07:00:00,76.83
2011-01-28 08:00:00,154.74
2011-01-28 09:00:00,78.1
2011-01-28 10:00:00,40.0
2011-01-28 11:00:00,42.4
2011-01-28 12:00:00,45.42
2011-01-28 13:00:00,48.86
2011-01-28 14:00:00,56.12
2011-01-28 15:00:00,46.29
2011-01-28 16:00:00,68.49
2011-01-28 17:00:00,158.33
2011-01-28 18:00:00,147.72
2011-01-28 19:00:00,103.82
2011-01-28 20:00:00,69.29
2011-01-28 21:00:00,46.29
2011-01-28 22:00:00,41.11
2011-01-28 23:00:00,25.79
2011-01-29 00:00:00,27.06
2011-01-29 01:00:00,22.7
2011-01-29 02:00:00,18.43
2011-01-29 03:00:00,12.33
2011-01-29 04:00:00,3.27
2011-01-29 06:00:00,2.96
2011-01-29 07:00:00,15.87
2011-01-29 08:00:00,25.66
2011-01-29 09:00:00,36.57
2011-01-29 10:00:00,60.11
2011-01-29 11:00:00,61.33
2011-01-29 12:00:00,80.75
2011-01-29 13:00:00,84.45
2011-01-29 14:00:00,81.41
2011-01-29 15:00:00,81.16
2011-01-29 16:00:00,83.9
2011-01-29 17:00:00,88.51
2011-01-29 18:00:00,70.68
2011-01-29 19:00:00,59.2
2011-01-29 20:00:00,46.12
2011-01-29 21:00:00,37.13
2011-01-29 22:00:00,32.75
2011-01-29 23:00:00,21.27
2011-01-30 00:00:00,28.05
2011-01-30 01:00:00,29.39
2011-01-30 02:00:00,21.43
2011-01-30 03:00:00,14.61
2011-01-30 04:00:00,4.69
2011-01-30 05:00:00,4.12
2011-01-30 07:00:00,13.14
2011-01-30 08:00:00,20.71
2011-01-30 09:00:00,22.62
2011-01-30 10:00:00,54.72
2011-01-30 11:00:00,58.51
2011-01-30 12:00:00,93.68
2011-01-30 13:00:00,85.23
2011-01-30 14:00:00,85.35
2011-01-30 15:00:00,97.28
2011-01-30 16:00:00,96.68
2011-01-30 17:00:00,75.93
2011-01-30 18:00:00,65.64
2011-01-30 19:00:00,47.04
2011-01-30 20:00:00,40.15
2011-01-30 21:00:00,30.2
2011-01-30 22:00:00,22.59
2011-01-30 23:00:00,16.0
2011-01-31 00:00:00,10.46
2011-01-31 01:00:00,3.28
2011-01-31 02:00:00,2.34
2011-01-31 03:00:00,2.36
2011-01-31 04:00:00,2.23
2011-01-31 05:00:00,2.66
2011-01-31 06:00:00,31.84
2011-01-31 07:00:00,83.63
2011-01-31 08:00:00,154.3
2011-01-31 09:00:00,90.71
2011-01-31 10:00:00,41.65
2011-01-31 11:00:00,40.62
2011-01-31 12:00:00,57.24
2011-01-31 13:00:00,57.83
2011-01-31 14:00:00,58.31
2011-01-31 15:00:00,51.98
2011-01-31 16:00:00,70.2
2011-01-31 17:00:00,163.95
2011-01-31 18:00:00,151.69
2011-01-31 19:00:00,117.63
2011-01-31 20:00:00,56.31
2011-01-31 21:00:00,33.05
2011-01-31 22:00:00,27.45
2011-01-31 23:00:00,16.46
2011-02-20 00:00:00,37.88
2011-02-20 01:00:00,28.53
2011-02-20 02:00:00,18.34
2011-02-20 03:00:00,8.39
2011-02-20 04:00:00,2.26
2011-02-20 06:00:00,3.01
2011-02-20 07:00:00,12.58
2011-02-20 08:00:00,25.02
2011-02-20 09:00:00,42.5
2011-02-20 10:00:00,96.33
2011-02-20 11:00:00,122.28
2011-02-20 12:00:00,129.75
2011-02-20 13:00:00,165.07
2011-02-20 14:00:00,148.59
2011-02-20 15:00:00,162.99
2011-02-20 16:00:00,158.06
2011-02-20 17:00:00,106.99
2011-02-20 18:00:00,83.14
2011-02-20 19:00:00,65.06
2011-02-20 20:00:00,59.93
2011-02-20 21:00:00,53.04
2011-02-20 22:00:00,44.34
2011-02-20 23:00:00,35.82
2011-02-21 00:00:00,22.95
2011-02-21 01:00:00,18.88
2011-02-21 02:00:00,9.98
2011-02-21 03:00:00,3.42
2011-02-21 04:00:00,3.52
2011-02-21 05:00:00,6.24
2011-02-21 06:00:00,20.82
2011-02-21 07:00:00,79.67
2011-02-21 08:00:00,138.96
2011-02-21 09:00:00,91.12
2011-02-21 10:00:00,81.88
2011-02-21 11:00:00,86.8
2011-02-21 12:00:00,94.06
2011-02-21 13:00:00,70.36
2011-02-21 14:00:00,92.59
2011-02-21 15:00:00,95.29
2011-02-21 16:00:00,82.77
2011-02-21 17:00:00,104.15
2011-02-21 18:00:00,86.84
2011-02-21 19:00:00,75.63
2011-02-21 20:00:00,44.08
2011-02-21 21:00:00,38.34
2011-02-21 22:00:00,33.35
2011-02-21 23:00:00,20.06
2011-02-22 06:00:00,32.35
2011-02-22 07:00:00,91.13
2011-02-22 08:00:00,207.61
2011-02-22 09:00:00,119.21
2011-02-22 10:00:00,50.41
2011-02-22 11:00:00,51.89
2011-02-22 12:00:00,59.19
2011-02-22 13:00:00,66.41
2011-02-22 14:00:00,65.08
2011-02-22 15:00:00,66.82
2011-02-22 16:00:00,76.71
2011-02-22 17:00:00,169.61
2011-02-22 18:00:00,162.89
2011-02-22 19:00:00,101.07
2011-02-22 20:00:00,78.96
2011-02-22 21:00:00,57.48
2011-02-22 22:00:00,37.31
2011-02-22 23:00:00,22.12
2011-02-23 00:00:00,11.93
2011-02-23 01:00:00,6.2
2011-02-23 02:00:00,2.17
2011-02-23 03:00:00,1.53
2011-02-23 05:00:00,6.24
2011-02-23 06:00:00,31.2
2011-02-23 07:00:00,91.81
2011-02-23 08:00:00,203.24
2011-02-23 09:00:00,123.48
2011-02-23 10:00:00,58.09
2011-02-23 11:00:00,60.22
2011-02-23 12:00:00,71.19
2011-02-23 13:00:00,76.21
2011-02-23 14:00:00,75.64
2011-02-23 15:00:00,77.65
2011-02-23 16:00:00,110.26
2011-02-23 17:00:00,210.83
2011-02-23 18:00:00,205.96
2011-02-23 19:00:00,124.98
2011-02-23 20:00:00,78.52
2011-02-23 21:00:00,65.63
2011-02-23 22:00:00,44.39
2011-02-23 23:00:00,30.09
2011-02-24 00:00:00,11.91
2011-02-24 01:00:00,5.24
2011-02-24 02:00:00,2.15
2011-02-24 03:00:00,1.64
2011-02-24 05:00:00,6.75
2011-02-24 06:00:00,36.32
2011-02-24 07:00:00,100.61
2011-02-24 08:00:00,246.58
2011-02-24 09:00:00,130.71
2011-02-24 10:00:00,58.96
2011-02-24 11:00:00,80.31
2011-02-24 12:00:00,92.87
2011-02-24 13:00:00,90.93
2011-02-24 14:00:00,91.95
2011-02-24 15:00:00,51.66
2011-02-24 16:00:00,67.54
2011-02-24 17:00:00,174.09
2011-02-24 18:00:00,162.49
2011-02-24 19:00:00,99.29
2011-02-24 20:00:00,79.15
2011-02-24 21:00:00,64.09
2011-02-24 22:00:00,42.0
2011-02-24 23:00:00,32.16
2011-02-25 00:00:00,12.19
2011-02-25 01:00:00,10.25
2011-02-25 02:00:00,8.02
2011-02-25 03:00:00,1.9
2011-02-25 05:00:00,7.0
2011-02-25 06:00:00,24.8
2011-02-25 07:00:00,60.8
2011-02-25 08:00:00,148.03
2011-02-25 09:00:00,81.0
2011-02-25 10:00:00,48.68
2011-02-25 11:00:00,124.41
2011-02-25 12:00:00,169.08
2011-02-25 13:00:00,167.58
2011-02-25 14:00:00,166.82
2011-02-25 15:00:00,172.85
2011-02-25 16:00:00,113.64
2011-02-25 17:00:00,180.79
2011-02-25 18:00:00,167.09
2011-02-25 19:00:00,109.06
2011-02-25 20:00:00,68.63
2011-02-25 21:00:00,55.19
2011-02-25 22:00:00,43.59
2011-02-25 23:00:00,34.95
2011-02-26 00:00:00,30.15
2011-02-26 01:00:00,23.07
2011-02-26 02:00:00,17.78
2011-02-26 03:00:00,12.08
2011-02-26 04:00:00,3.55
2011-02-26 05:00:00,2.19
2011-02-26 06:00:00,3.02
2011-02-26 07:00:00,10.27
2011-02-26 08:00:00,25.3
2011-02-26 09:00:00,48.33
2011-02-26 10:00:00,108.12
2011-02-26 11:00:00,126.99
2011-02-26 12:00:00,138.19
2011-02-26 13:00:00,148.15
2011-02-26 14:00:00,137.94
2011-02-26 15:00:00,146.45
2011-02-26 16:00:00,150.91
2011-02-26 17:00:00,99.38
2011-02-26 18:00:00,82.7
2011-02-26 19:00:00,63.44
2011-02-26 20:00:00,61.4
2011-02-26 21:00:00,47.42
2011-02-26 22:00:00,47.5
2011-02-26 23:00:00,44.06
2011-02-27 00:00:00,38.59
2011-02-27 01:00:00,32.4
2011-02-27 02:00:00,21.41
2011-02-27 03:00:00,15.07
2011-02-27 04:00:00,4.76
2011-02-27 06:00:00,2.88
2011-02-27 07:00:00,12.54
2011-02-27 08:00:00,27.22
2011-02-27 09:00:00,45.36
2011-02-27 10:00:00,91.59
2011-02-27 11:00:00,116.99
2011-02-27 12:00:00,157.24
2011-02-27 13:00:00,172.53
2011-02-27 14:00:00,180.78
2011-02-27 15:00:00,224.95
2011-02-27 16:00:00,256.84
2011-02-27 17:00:00,116.58
2011-02-27 18:00:00,98.09
2011-02-27 19:00:00,72.6
2011-02-27 20:00:00,68.77
2011-02-27 21:00:00,65.25
2011-02-27 22:00:00,55.88
2011-02-27 23:00:00,42.89
2011-02-28 00:00:00,15.5
2011-02-28 01:00:00,4.43
2011-02-28 03:00:00,1.97
2011-02-28 05:00:00,7.55
2011-02-28 06:00:00,36.03
2011-02-28 07:00:00,105.9
2011-02-28 08:00:00,218.59
2011-02-28 09:00:00,138.13
2011-02-28 10:00:00,83.72
2011-02-28 11:00:00,104.34
2011-02-28 12:00:00,118.62
2011-02-28 13:00:00,89.32
2011-02-28 14:00:00,79.86
2011-02-28 15:00:00,78.7
2011-02-28 16:00:00,97.84
2011-02-28 17:00:00,177.85
2011-02-28 18:00:00,141.79
2011-02-28 19:00:00,119.1
2011-02-28 20:00:00,99.98
2011-02-28 21:00:00,65.02
2011-02-28 22:00:00,37.21
2011-02-28 23:00:00,25.76
2011-03-20 00:00:00,40.46
2011-03-20 01:00:00,36.57
2011-03-20 02:00:00,20.09
2011-03-20 03:00:00,10.4
2011-03-20 04:00:00,2.99
2011-03-20 05:00:00,2.8
2011-03-20 06:00:00,3.01
2011-03-20 07:00:00,23.38
2011-03-20 08:00:00,54.54
2011-03-20 09:00:00,70.5
2011-03-20 10:00:00,120.28
2011-03-20 11:00:00,137.01
2011-03-20 12:00:00,157.16
2011-03-20 13:00:00,166.03
2011-03-20 14:00:00,163.86
2011-03-20 15:00:00,171.77
2011-03-20 16:00:00,174.27
2011-03-20 17:00:00,159.64
2011-03-20 18:00:00,144.46
2011-03-20 19:00:00,100.28
2011-03-20 20:00:00,79.45
2011-03-20 21:00:00,63.63
2011-03-20 22:00:00,49.45
2011-03-20 23:00:00,33.94
2011-03-21 00:00:00,16.21
2011-03-21 01:00:00,5.77
2011-03-21 02:00:00,6.29
2011-03-21 03:00:00,2.41
2011-03-21 05:00:00,6.2
2011-03-21 06:00:00,36.19
2011-03-21 07:00:00,79.67
2011-03-21 08:00:00,224.04
2011-03-21 09:00:00,145.81
2011-03-21 10:00:00,68.32
2011-03-21 11:00:00,87.6
2011-03-21 12:00:00,97.14
2011-03-21 13:00:00,117.25
2011-03-21 14:00:00,115.6
2011-03-21 15:00:00,143.46
2011-03-21 16:00:00,154.86
2011-03-21 17:00:00,355.68
2011-03-21 18:00:00,329.99
2011-03-21 19:00:00,270.39
2011-03-21 20:00:00,172.48
2011-03-21 21:00:00,97.98
2011-03-21 22:00:00,88.88
2011-03-21 23:00:00,58.31
2011-03-22 00:00:00,31.98
2011-03-22 01:00:00,9.4
2011-03-22 02:00:00,7.76
2011-03-22 03:00:00,3.86
2011-03-22 04:00:00,3.1
2011-03-22 05:00:00,11.26
2011-03-22 06:00:00,46.03
2011-03-22 07:00:00,138.68
2011-03-22 08:00:00,253.54
2011-03-22 09:00:00,142.92
2011-03-22 10:00:00,94.79
2011-03-22 11:00:00,100.58
2011-03-22 12:00:00,144.48
2011-03-22 13:00:00,112.59
2011-03-22 14:00:00,108.6
2011-03-22 15:00:00,120.44
2011-03-22 16:00:00,165.9
2011-03-22 17:00:00,361.01
2011-03-22 18:00:00,329.07
2011-03-22 19:00:00,190.86
2011-03-22 20:00:00,128.5
2011-03-22 21:00:00,88.67
2011-03-22 22:00:00,66.8
2011-03-22 23:00:00,39.19
2011-03-23 00:00:00,16.79
2011-03-23 01:00:00,7.14
2011-03-23 02:00:00,4.13
2011-03-23 03:00:00,2.26
2011-03-23 05:00:00,8.65
2011-03-23 06:00:00,45.63
2011-03-23 07:00:00,111.39
2011-03-23 08:00:00,247.08
2011-03-23 09:00:00,151.64
2011-03-23 10:00:00,70.35
2011-03-23 11:00:00,66.46
2011-03-23 12:00:00,72.78
2011-03-23 13:00:00,64.75
2011-03-23 14:00:00,81.81
2011-03-23 15:00:00,84.55
2011-03-23 16:00:00,128.18
2011-03-23 17:00:00,237.33
2011-03-23 18:00:00,179.0
2011-03-23 19:00:00,110.12
2011-03-23 20:00:00,72.67
2011-03-23 21:00:00,50.11
2011-03-23 22:00:00,39.4
2011-03-23 23:00:00,27.42
2011-03-24 00:00:00,12.16
2011-03-24 01:00:00,6.28
2011-03-24 02:00:00,5.69
2011-03-24 03:00:00,2.65
2011-03-24 04:00:00,2.07
2011-03-24 05:00:00,6.46
2011-03-24 06:00:00,39.46
2011-03-24 07:00:00,68.98
2011-03-24 08:00:00,104.66
2011-03-24 09:00:00,133.53
2011-03-24 10:00:00,60.71
2011-03-24 11:00:00,76.07
2011-03-24 12:00:00,87.03
2011-03-24 13:00:00,87.29
2011-03-24 14:00:00,86.05
2011-03-24 15:00:00,80.84
2011-03-24 16:00:00,99.81
2011-03-24 17:00:00,212.67
2011-03-24 18:00:00,190.29
2011-03-24 19:00:00,122.89
2011-03-24 20:00:00,80.33
2011-03-24 21:00:00,63.2
2011-03-24 22:00:00,51.82
2011-03-24 23:00:00,37.14
2011-03-25 00:00:00,15.61
2011-03-25 01:00:00,6.17
2011-03-25 02:00:00,3.88
2011-03-25 03:00:00,2.09
2011-03-25 04:00:00,1.71
2011-03-25 05:00:00,9.41
2011-03-25 06:00:00,40.36
2011-03-25 07:00:00,111.69
2011-03-25 08:00:00,227.61
2011-03-25 09:00:00,146.75
2011-03-25 10:00:00,83.12
2011-03-25 11:00:00,86.11
2011-03-25 12:00:00,97.77
2011-03-25 13:00:00,101.8
2011-03-25 14:00:00,105.34
2011-03-25 15:00:00,97.82
2011-03-25 16:00:00,123.87
2011-03-25 17:00:00,214.48
2011-03-25 18:00:00,206.26
2011-03-25 19:00:00,122.49
2011-03-25 20:00:00,76.59
2011-03-25 21:00:00,66.82
2011-03-25 22:00:00,44.73
2011-03-25 23:00:00,35.09
2011-03-26 00:00:00,31.83
2011-03-26 01:00:00,28.83
2011-03-26 02:00:00,17.61
2011-03-26 03:00:00,10.27
2011-03-26 04:00:00,3.64
2011-03-26 05:00:00,3.47
2011-03-26 06:00:00,11.3
2011-03-26 07:00:00,29.44
2011-03-26 08:00:00,63.21
2011-03-26 09:00:00,92.36
2011-03-26 10:00:00,122.76
2011-03-26 11:00:00,146.61
2011-03-26 12:00:00,160.82
2011-03-26 13:00:00,169.39
2011-03-26 14:00:00,172.05
2011-03-26 15:00:00,174.87
2011-03-26 16:00:00,169.88
2011-03-26 17:00:00,156.2
2011-03-26 18:00:00,143.52
2011-03-26 19:00:00,97.76
2011-03-26 20:00:00,60.64
2011-03-26 21:00:00,54.56
2011-03-26 22:00:00,46.63
2011-03-26 23:00:00,36.15
2011-03-27 00:00:00,34.3
2011-03-27 01:00:00,26.04
2011-03-27 02:00:00,19.69
2011-03-27 03:00:00,11.71
2011-03-27 04:00:00,4.84
2011-03-27 06:00:00,10.24
2011-03-27 07:00:00,47.89
2011-03-27 08:00:00,57.78
2011-03-27 09:00:00,86.37
2011-03-27 10:00:00,119.91
2011-03-27 11:00:00,133.71
2011-03-27 12:00:00,142.52
2011-03-27 13:00:00,167.02
2011-03-27 14:00:00,172.93
2011-03-27 15:00:00,172.63
2011-03-27 16:00:00,185.08
2011-03-27 17:00:00,151.55
2011-03-27 18:00:00,135.91
2011-03-27 19:00:00,98.23
2011-03-27 20:00:00,52.71
2011-03-27 21:00:00,46.69
2011-03-27 22:00:00,43.41
2011-03-27 23:00:00,34.73
2011-03-28 00:00:00,11.8
2011-03-28 01:00:00,4.56
2011-03-28 02:00:00,3.1
2011-03-28 03:00:00,2.16
2011-03-28 05:00:00,8.16
2011-03-28 06:00:00,42.67
2011-03-28 07:00:00,118.12
2011-03-28 08:00:00,216.5
2011-03-28 09:00:00,137.27
2011-03-28 10:00:00,81.6
2011-03-28 11:00:00,73.23
2011-03-28 12:00:00,86.05
2011-03-28 13:00:00,93.1
2011-03-28 14:00:00,93.98
2011-03-28 15:00:00,92.53
2011-03-28 16:00:00,122.98
2011-03-28 17:00:00,248.09
2011-03-28 18:00:00,225.06
2011-03-28 19:00:00,142.01
2011-03-28 20:00:00,88.14
2011-03-28 21:00:00,66.12
2011-03-28 22:00:00,48.65
2011-03-28 23:00:00,25.53
2011-03-29 00:00:00,12.07
2011-03-29 01:00:00,3.46
2011-03-29 02:00:00,5.5
2011-03-29 03:00:00,3.35
2011-03-29 04:00:00,1.85
2011-03-29 05:00:00,6.89
2011-03-29 06:00:00,46.18
2011-03-29 07:00:00,110.89
2011-03-29 08:00:00,228.42
2011-03-29 09:00:00,135.15
2011-03-29 10:00:00,86.51
2011-03-29 11:00:00,80.01
2011-03-29 12:00:00,98.3
2011-03-29 13:00:00,95.19
2011-03-29 14:00:00,99.15
2011-03-29 15:00:00,103.92
2011-03-29 16:00:00,123.45
2011-03-29 17:00:00,264.41
2011-03-29 18:00:00,246.1
2011-03-29 19:00:00,149.91
2011-03-29 20:00:00,93.75
2011-03-29 21:00:00,75.51
2011-03-29 22:00:00,56.58
2011-03-29 23:00:00,27.86
2011-03-30 00:00:00,14.54
2011-03-30 01:00:00,8.2
2011-03-30 02:00:00,4.09
2011-03-30 03:00:00,3.23
2011-03-30 04:00:00,3.99
2011-03-30 05:00:00,9.25
2011-03-30 06:00:00,46.77
2011-03-30 07:00:00,134.76
2011-03-30 08:00:00,254.59
2011-03-30 09:00:00,151.28
2011-03-30 10:00:00,82.83
2011-03-30 11:00:00,82.21
2011-03-30 12:00:00,91.3
2011-03-30 13:00:00,93.71
2011-03-30 14:00:00,88.92
2011-03-30 15:00:00,60.86
2011-03-30 16:00:00,71.68
2011-03-30 17:00:00,138.0
2011-03-30 18:00:00,154.12
2011-03-30 19:00:00,94.89
2011-03-30 20:00:00,63.35
2011-03-30 21:00:00,60.5
2011-03-30 22:00:00,35.02
2011-03-30 23:00:00,27.39
2011-03-31 00:00:00,8.1
2011-03-31 01:00:00,5.2
2011-03-31 02:00:00,4.9
2011-03-31 03:00:00,2.93
2011-03-31 04:00:00,2.54
2011-03-31 05:00:00,6.44
2011-03-31 06:00:00,29.46
2011-03-31 07:00:00,79.03
2011-03-31 08:00:00,168.04
2011-03-31 09:00:00,89.0
2011-03-31 10:00:00,63.96
2011-03-31 11:00:00,60.48
2011-03-31 12:00:00,66.87
2011-03-31 13:00:00,64.33
2011-03-31 14:00:00,60.53
2011-03-31 15:00:00,48.8
2011-03-31 16:00:00,90.33
2011-03-31 17:00:00,191.0
2011-03-31 18:00:00,175.82
2011-03-31 19:00:00,121.65
2011-03-31 20:00:00,60.82
2011-03-31 21:00:00,61.66
2011-03-31 22:00:00,35.95
2011-03-31 23:00:00,34.51
2011-04-20 00:00:00,25.14
2011-04-20 01:00:00,8.61
2011-04-20 02:00:00,8.33
2011-04-20 03:00:00,3.89
2011-04-20 04:00:00,4.04
2011-04-20 05:00:00,12.48
2011-04-20 06:00:00,49.53
2011-04-20 07:00:00,145.17
2011-04-20 08:00:00,328.77
2011-04-20 09:00:00,150.85
2011-04-20 10:00:00,127.26
2011-04-20 11:00:00,127.66
2011-04-20 12:00:00,140.51
2011-04-20 13:00:00,139.74
2011-04-20 14:00:00,140.0
2011-04-20 15:00:00,134.52
2011-04-20 16:00:00,200.58
2011-04-20 17:00:00,345.88
2011-04-20 18:00:00,349.74
2011-04-20 19:00:00,277.59
2011-04-20 20:00:00,202.5
2011-04-20 21:00:00,139.53
2011-04-20 22:00:00,110.73
2011-04-20 23:00:00,61.98
2011-04-21 00:00:00,31.03
2011-04-21 01:00:00,15.34
2011-04-21 02:00:00,11.92
2011-04-21 03:00:00,4.44
2011-04-21 04:00:00,4.2
2011-04-21 05:00:00,7.86
2011-04-21 06:00:00,50.46
2011-04-21 07:00:00,141.69
2011-04-21 08:00:00,258.84
2011-04-21 09:00:00,156.47
2011-04-21 10:00:00,94.97
2011-04-21 11:00:00,113.67
2011-04-21 12:00:00,155.87
2011-04-21 13:00:00,130.46
2011-04-21 14:00:00,116.42
2011-04-21 15:00:00,120.03
2011-04-21 16:00:00,162.9
2011-04-21 17:00:00,327.27
2011-04-21 18:00:00,310.54
2011-04-21 19:00:00,211.53
2011-04-21 20:00:00,168.04
2011-04-21 21:00:00,119.36
2011-04-21 22:00:00,76.29
2011-04-21 23:00:00,41.09
2011-04-22 00:00:00,26.36
2011-04-22 01:00:00,20.34
2011-04-22 02:00:00,8.86
2011-04-22 03:00:00,6.02
2011-04-22 04:00:00,4.38
2011-04-22 05:00:00,8.36
2011-04-22 06:00:00,49.28
2011-04-22 07:00:00,129.47
2011-04-22 08:00:00,258.37
2011-04-22 09:00:00,106.26
2011-04-22 10:00:00,89.49
2011-04-22 11:00:00,79.09
2011-04-22 12:00:00,90.47
2011-04-22 13:00:00,55.8
2011-04-22 14:00:00,28.0
2011-04-22 15:00:00,51.02
2011-04-22 16:00:00,83.86
2011-04-22 17:00:00,141.51
2011-04-22 18:00:00,106.4
2011-04-22 19:00:00,75.58
2011-04-22 20:00:00,68.44
2011-04-22 21:00:00,56.42
2011-04-22 22:00:00,46.77
2011-04-22 23:00:00,45.63
2011-04-23 00:00:00,31.2
2011-04-23 01:00:00,24.63
2011-04-23 02:00:00,19.88
2011-04-23 03:00:00,14.7
2011-04-23 04:00:00,7.14
2011-04-23 05:00:00,6.74
